SS_TimeStamp,GROSS_LOAD,AMBIENT_TEMPERATURE,SUCTION_STRAINER_DP,SUCTION_PRESSURE_1,SUCTION_TEMP_1,DISCHARGE_PRESSURE,PUMP_DELTA_PRESS_CV,DISCHARGE_TEMP_1,FLOW_1,FLOW_2,DISCHARGE_FLOW_COMMON,MOTOR_CURRENT,MOTOR_OB_TEMP_1,MOTOR_IB_TEMP_1,MOTOR_STATOR_TEMP_1,MOTOR_STATOR_TEMP_2,MOTOR_STATOR_TEMP_3,PUMP_IB_TEMP_1,PUMP_OB_TEMP_1,PUMP_OB_TEMP_2,IB_SEAL_DRAIN_TEMP,OB_SEAL_DRAIN_TEMP
3/21/2013 13:00,938.5852051,9.378423691,25.2259407,1.281753778,183.7002716,2.611993313,1.330239535,183.6393585,1493.023438,1495.102539,1510.862549,90.51293945,29.25304222,46.32658768,65.81027222,62.43225098,61.0442276,52.79325485,63.20798492,55.65403748,39.30929184,39.19927597
3/21/2013 20:00,950.7803955,12.35627747,25.33280563,1.290913463,184.2077789,2.6174891,1.326575637,184.2077789,1506.453613,1507.225708,1518,90.51293945,32.75894547,50.6362915,71.0079422,67.48751831,65.90813446,55.18573761,65.03392792,57.47581482,41.91880035,41.90584183
3/21/2013 23:00,814.4520264,11.76562119,18.44773102,1.151990652,177.8934021,2.596726894,1.444736242,177.9204407,1284.016113,1284.017334,1290.698486,82.30581665,29.16915512,47.39050674,63.74261475,60.53607941,58.9860611,54.58746719,65.320961,57.05932999,40.26091766,40.10553741
3/23/2013 18:00,846.0354004,14.10315132,20.18807983,1.17794323,179.0958405,2.593063116,1.415119886,179.0688019,1341.555786,1340.972656,1351.995361,85.53003693,30.48583031,48.1951561,65.90814209,62.64735413,61.09635544,55.28979874,65.55582428,57.52789688,41.80220795,41.50424957
4/9/2013 7:00,990.3596191,10.27663517,28.15706062,1.32449913,185.778183,2.610161304,1.285662174,185.7510681,1577.804688,1577.804688,1591.002441,93.15094757,28.60133553,47.15694046,67.70946503,63.93171692,62.34100342,54.17132568,61.85871887,54.69149017,42.74156952,42.24919128
4/9/2013 10:00,906.4037476,10.63598633,23.5008564,1.240534902,182.0970917,2.60039115,1.359856248,182.0970917,1447.964355,1447.964355,1461.604248,89.12065887,28.24005318,46.45630264,64.68170166,61.30483627,59.81959915,54.53543472,62.45180893,54.79553604,40.97966385,40.44220352
4/16/2013 8:00,824.2469482,21.61479378,19.92855453,1.199316025,180.8597412,2.610161304,1.410845279,180.967926,1331.894775,1332.186035,1342.674194,86.11627197,36.68891525,54.37939072,74.19848633,70.92298889,69.35501862,58.28294373,65.13829803,57.99652481,42.23623276,41.4135704
4/16/2013 22:00,999.5547485,17.05949974,28.3097229,1.32449913,185.4531708,2.602833748,1.278334618,185.3990479,1588.922852,1587.947388,1605.417114,94.03028107,35.75771332,54.32735825,75.72294617,72.11251068,70.49172974,57.42375946,62.58218002,55.86219406,40.57171249,39.53585434
4/21/2013 12:00,791.2642212,10.25096321,17.74548149,1.107718587,175.5844574,2.566194534,1.458475947,175.6114197,1261.568115,1261.568115,1273.934326,82.5989151,25.94421577,43.3960495,58.9860611,55.91422653,54.53543472,52.22139359,60.73150635,52.58529282,35.11120224,34.05118561
4/23/2013 17:00,998.3554688,13.64065552,28.24865723,1.335567236,186.1370087,2.619931698,1.284364462,186.1573486,1590.592041,1589.61853,1601.260986,91.0991745,29.68544769,48.58458328,69.04804993,65.37316132,63.82738495,53.59922409,62.41921616,55.34182358,40.75948334,40.57171249
4/23/2013 19:00,929.991333,13.66635323,24.55422783,1.271067262,183.3416748,2.611382484,1.340315222,183.3416748,1483.917603,1484.440918,1492.790405,89.04737854,30.02106285,48.55861664,67.50057983,64.10778046,62.62127686,54.43139267,63.05152512,55.4719162,39.87247467,39.17338181
6/16/2013 16:33,937.5873413,31.77718735,28.61504555,1.300073147,184.8574677,2.607718706,1.307645559,184.8574677,1551.965088,1552.963867,1558.943726,90.80605316,45.21112823,63.26012802,86.00035858,82.92950439,81.06741333,62.94721985,72.87090302,66.65205383,48.22112656,48.22112656
6/17/2013 9:14,998.3554688,30.64076233,30.63018799,1.368771315,187.484787,2.639472485,1.27070117,187.484787,1598.458252,1600.390747,1608.0979,92.56472015,44.07010651,62.21715927,85.71156311,82.64093781,80.77900696,62.0346756,72.03407288,66.07778931,47.67601013,47.88366699
6/17/2013 10:23,1003.952454,31.26059341,31.60723305,1.365718007,187.4035034,2.624817133,1.259099126,187.4306335,1630.10022,1631.995483,1639.554565,93.44406128,45.15924072,63.59917831,87.33986664,84.34648895,82.50980377,62.53002167,72.29555511,66.4693222,48.29899979,48.35093307
6/17/2013 12:33,1001.553711,32.96567535,31.668293,1.362664938,187.2680206,2.619931698,1.25726676,187.2951508,1629.290527,1631.187134,1634.973511,93.15094757,46.92337418,65.71240234,89.78383636,86.63064575,84.68767548,63.59917831,72.9232254,67.25251007,48.76633072,48.81826782
6/17/2013 14:33,1002.353333,34.54236984,31.72935867,1.365718007,187.3493042,2.624817133,1.259099126,187.3493042,1624.484619,1625.435791,1639.638672,93.73718262,48.01344681,66.99142456,91.15117645,87.99667358,86.15795135,64.19908142,73.26326752,67.67030334,49.05195236,49.10389709
6/17/2013 16:43,1001.553711,35.62839508,30.93551636,1.364191413,187.3222198,2.627259731,1.263068318,187.3222198,1622.611816,1624.516235,1633.057983,93.73718262,49.33759689,68.34931946,92.83482361,89.8890152,87.97037506,64.82519531,73.68177795,68.00978088,49.44147491,49.44147491
6/17/2013 17:53,999.1550293,35.60252762,31.72935867,1.365718007,187.3493042,2.627259731,1.261541724,187.3493042,1628.288086,1631.133545,1642.466309,93.44406128,49.4934082,68.66274261,93.09798431,89.94156647,87.99667358,64.90348053,73.78644562,68.14037323,49.36357117,49.467453
