时间, Changliu3 - Avg[I 有效值 A] (A), Changliu1 - Avg[I 有效值 A] (A), Changliu2 - Avg[I 有效值 A] (A), KunYang3 - Avg[I 有效值 A] (A), KunYang1 - Avg[I 有效值 A] (A), WanKe2 - Avg[I 有效值 A] (A), WanKe1 - Avg[I 有效值 A] (A), QinZhou4 - Avg[I 有效值 A] (A), QinZhou3 - Avg[I 有效值 A] (A), JiangChuan5 - Avg[I 有效值 A] (A), JiangChuan3 - Avg[I 有效值 A] (A), JiangChuan1 - Avg[I 有效值 A] (A), JiangChuan4 - Avg[I 有效值 A] (A), JiangChuan2 - Avg[I 有效值 A] (A)
2018-02-05 09:24:00,38.4735565185547,0.0,29.0400772094727,0.876207888126373,135.542037963867,134.930358886719,84.8745346069336,44.81298828125,9.82606887817383,93.1247482299805,82.3409194946289,110.752792358398,123.702850341797,0.0
2018-02-05 09:27:00,34.601692199707,0.0,32.512565612793,0.888214647769928,137.989776611328,135.831573486328,86.2087631225586,44.6942024230957,9.88331699371338,91.4123306274414,82.8554763793945,111.275985717773,120.685859680176,0.0
2018-02-05 09:30:00,33.5560073852539,0.0,33.1001167297363,0.886496782302856,138.386779785156,133.664688110352,90.0715942382813,46.4757347106934,9.41742038726807,89.5182647705078,83.1327133178711,109.376106262207,117.966484069824,0.0
2018-02-05 09:33:00,35.8139495849609,0.0,30.8380432128906,0.883061707019806,142.860565185547,132.725158691406,88.1120452880859,45.3692970275879,9.42835140228271,88.3682098388672,83.5123291015625,109.796989440918,119.055419921875,0.0
2018-02-05 09:36:00,33.8798141479492,0.0,31.4462718963623,0.870939970016479,143.360214233398,131.274230957031,86.1173629760742,45.3603668212891,10.8456420898438,88.6373672485352,83.8679962158203,110.92862701416,118.356300354004,0.0
2018-02-05 09:39:00,32.1497611999512,0.0,32.612060546875,0.871676743030548,141.579528808594,132.1357421875,87.238525390625,45.8044128417969,10.4389600753784,87.4137115478516,83.583137512207,109.069816589355,117.753562927246,0.0
2018-02-05 09:42:00,36.0473289489746,0.0,31.6108818054199,0.870761036872864,141.859588623047,128.974426269531,90.4741592407227,46.0698547363281,10.8056716918945,87.7272415161133,84.3969802856445,109.129051208496,118.258979797363,0.0
2018-02-05 09:45:00,34.0331382751465,0.0,33.6040344238281,0.886989831924438,140.593643188477,131.880966186523,95.3545989990234,46.0387306213379,9.90028190612793,89.4200134277344,84.1061096191406,108.137252807617,121.740203857422,0.0
2018-02-05 09:48:00,33.9021263122559,0.0,30.8418025970459,0.886672854423523,147.594161987305,132.796157836914,93.6040344238281,46.7457962036133,10.1071443557739,92.6786880493164,84.5663604736328,110.421180725098,120.372657775879,0.0
2018-02-05 09:51:00,33.0349006652832,0.0,31.666877746582,0.887677669525146,140.919998168945,132.610153198242,95.9919891357422,46.5547332763672,9.91068458557129,90.6363906860352,82.7312622070313,108.348892211914,116.235466003418,0.0
2018-02-05 09:54:00,36.7584190368652,0.0,31.3913764953613,0.895788490772247,139.801544189453,133.695693969727,94.1720886230469,45.6159515380859,9.65185260772705,89.7373352050781,81.9228515625,108.68669128418,117.937660217285,0.0
2018-02-05 09:57:00,31.2243480682373,0.0,31.1549377441406,0.887418031692505,137.804595947266,134.572280883789,92.5921630859375,46.3276977539063,10.1360301971436,91.6985244750977,81.9897689819336,108.204727172852,119.28018951416,0.0
